contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,Path
337.08733780760457,621.4787622179164,498.6865324384778,608.2235935318229,8.457360178970863,13.074726363677309,11.03060402684556,12.867438403675527,0.5235627048104384,0.4884650225372656,0.5072786791786891,0.4921251958846015,0.21511557137068188,0.20755656355206756,0.2136455104625213,0.20739222785827152,0.9128252998590939,0.8396296184796759,0.8710338714815677,0.843050067557806,0.21511557137068188,5.271970871316157,0.20755656355206756,5.508986246851807,0.2136455104625213,5.398541549605919,0.20739222785827152,5.507474855228975,Burgerfix
392.09843400447363,566.5739381108962,471.92617449664345,567.9930633755238,9.202237136465296,12.226206026755564,10.484384787472004,12.024052970586931,0.5424746789115361,0.5198947590367695,0.5346792625039,0.5223279511910772,0.2449786105731193,0.23813410560741657,0.2443073144853569,0.23721661664026084,0.8827042752108839,0.8309535160653627,0.8588239128649267,0.8305300971254614,0.2449786105731193,5.011588068553164,0.23813410560741657,5.172730780111224,0.2443073144853569,5.071253183910538,0.23721661664026084,5.170253934301826,Burgerfix
64.18953020134212,99.65695238953165,90.26290827740478,100.24557452367013,2.6241610738255092,3.7428944642133297,3.4597762863534505,3.7965857393811095,0.7892043532194859,0.7694555140691852,0.7748914356575758,0.7671727881029246,0.5614440100296287,0.553874070565329,0.5580843235290229,0.5534043975557348,0.8779372750377896,0.8114669239031961,0.8283561740864129,0.8103533564204783,0.5614440100296287,2.4763795416177894,0.553874070565329,2.5829144891124907,0.5580843235290229,2.5506567339279007,0.5534043975557348,2.58951751394158,Burgerfix
264.47302013422654,361.20445024999015,292.2910067114078,355.49849105896374,6.863355704697949,8.758704562857533,7.485011185682277,8.685374532678681,0.6669924895883311,0.6522229045102735,0.663818478612732,0.6533364071592971,0.4060973279481257,0.39985889510830763,0.4070648709516832,0.4004855471171207,0.815677300820602,0.7493209315129391,0.7962897414807485,0.7532809174262961,0.4060973279481257,3.724035667110245,0.39985889510830763,3.813394406100141,0.4070648709516832,3.7393953672302307,0.4004855471171207,3.809917584198888,Burgerfix
685.2391946308775,916.3030494121864,674.1787024608519,901.9069411287772,12.838926174496555,15.971622899869455,13.017360178970824,15.92063420566638,0.5072954089399963,0.48986577100498807,0.5019282132909695,0.48906926817587265,0.21925066138165106,0.21312011251899604,0.21924913692579326,0.21299523029534312,0.8195788055679384,0.7592846746738328,0.8224909962656666,0.7630665718213933,0.21925066138165106,5.444516582749978,0.21312011251899604,5.570115269644816,0.21924913692579326,5.450408241017635,0.21299523029534312,5.569797482225405,Burgerfix
470.98872483221567,776.5417773974119,650.7755704698034,805.268681590918,10.399284116331005,14.64501599027077,12.87946308724822,15.084005224989872,0.5270638205384599,0.5034021346827025,0.5141996390357281,0.5024951593712804,0.23321837955249822,0.2259111421949407,0.23169871727502608,0.2258673296905148,0.8667892040575431,0.78091105256254,0.8159396878278404,0.7728062121198419,0.23321837955249822,5.220851178184153,0.2259111421949407,5.395632934983567,0.23169871727502608,5.308117348325568,0.2258673296905148,5.404617468849519,Burgerfix
258.1163310961959,398.49655420927314,322.3287695749419,408.7051934597548,6.943087248322129,9.60974730867979,8.294138702460806,9.820999054096653,0.6094304925737313,0.5885307048121141,0.5989824859365172,0.5879948504990982,0.32284046664557886,0.31629381693493475,0.32212057014440815,0.31553469573077353,0.887390446486037,0.8267503356611163,0.8593762019148941,0.8223120455308212,0.32284046664557886,4.346924924787662,0.31629381693493475,4.499641235211263,0.32212057014440815,4.415573841611692,0.31553469573077353,4.503009431914861,Burgerfix
333.68125279641754,398.2961127877145,343.4243400447407,495.1159857664059,8.117673378076033,9.40543218773929,8.545950782997703,11.011756227196988,0.5707753937646771,0.5521473338826888,0.561962536042191,0.5456179719447449,0.26595378586541735,0.25872654671410544,0.2659422508494751,0.25826374651279976,0.8875953219879994,0.8662193579440998,0.8843132419316247,0.8336992696103103,0.26595378586541735,4.7747340579585735,0.25872654671410544,4.8786150661815215,0.2659422508494751,4.794592118741161,0.25826374651279976,4.9349909040931506,Burgerfix
271.81570469798584,445.92194045313215,365.04894854585945,435.4614206567274,7.216957494407152,10.399486509616626,8.888232662192314,10.13994865096164,0.6061457963268814,0.5800451183762784,0.5931528635065425,0.585528915292474,0.31377502414798286,0.3040306828456067,0.31046921009554557,0.3055185266453142,0.8840716138080381,0.8104708156760023,0.8443374512048063,0.8149168265240008,0.31377502414798286,4.422984184935674,0.3040306828456067,4.593419279057964,0.31046921009554557,4.510276134751507,0.3055185266453142,4.58138021508286,Burgerfix
1223.4068008948527,1447.3048961758448,1016.5343176733778,1519.700463943055,19.94344519015671,22.631953515607233,17.59248322147653,23.134002972838857,0.3716392038791651,0.3570605492345343,0.37083381128559095,0.3590502736524072,0.11217008443062414,0.10691725867783676,0.11035593391688388,0.10768054313000557,0.8036949718283672,0.7677812647821073,0.8372043303487748,0.7561654627305145,0.11217008443062414,6.765493565557563,0.10691725867783676,6.88236095338891,0.11035593391688388,6.730876715143585,0.10768054313000557,6.8760636882825565,Burgerfix
